,name,url_x,survival,attack_x,skill_attack,difficulty,skill_0,skill_0_cooling,skill_0_cost,skill_0_desc,skill_1,skill_1_cooling,skill_1_cost,skill_1_desc,skill_2,skill_2_cooling,skill_2_cost,skill_2_desc,skill_3,skill_3_cooling,skill_3_cost,skill_3_desc,搭配英雄1,搭配英雄2,压制英雄1,压制英雄2,被压制英雄1,被压制英雄2,HP,HP_recover,MP,MP_recover,attack_y,attack_rank,cooling_reduce,crit_effect,crit_rate,defense,injury_reduction_rate,magic_attack,magic_defense,magic_injury_reduction_rate,magic_sunder_armor,magic_vampire,speed,speed_up,sunder_armor,tag_1,tag_2,tag_3,toughness,url_y,vampire,weapon_1,weapon_2,weapon_3,weapon_4,weapon_5,weapon_6
78,鲁班七号,http://pvp.qq.com/web201605/herodetail/112.shtml,10,100,30,40,火力压制,0,0,被动：鲁班七号连续使用普通攻击时，第五次普通攻击会掏出机关枪进行扫射，扫射会造成3次伤害，对敌人英雄每次造成其最大生命6%物理伤害（每100点额外物理攻击提升1%），对小兵野怪防御塔造成120（+50%物理加成）点物理伤害；使用技能后鲁班七号下一次普通攻击变更为扫射,河豚手雷,7,50,鲁班向指定位置投掷一枚河豚手雷，对范围内的敌人造成450/500/550/600/650/700（+75%物理加成）点物理伤害并减少其25%移动速度，持续2秒;,无敌鲨嘴炮,15/14/13/12/11/10,70,鲁班向指定方向发射火箭炮击退身前敌人，命中英雄后造成400/450/500/550/600/650（+70%物理加成）点物理伤害，并附带目标已损生命5/6/7/8/9/10%法术伤害,空中支援,40/30/20,100,鲁班召唤河豚飞艇向指定方向进行空中支援，支援持续14秒，河豚飞艇可照亮视野且每秒对范围内随机一个敌人投掷炸弹，炸弹会在0.75秒落下，对于目标范围内的敌人造成500/625/750（+75%物理加成）点物理伤害,太乙真人,牛魔,黄忠,王昭君,兰陵王,李白,3401,42,440,15,174,远程,0,200%,0,8,12.7%,0,50,7.6%,0,0,350,0,0,射手,消耗,,0,http://news.17173.com/z/pvp/yxtj/lbqh/index.shtml,0,末世,急速战靴,破甲弓,泣血之刃,无尽战刃,贤者的庇护
79,孙尚香,http://pvp.qq.com/web201605/herodetail/111.shtml,30,80,50,60,活力迸发,0,0,被动：孙尚香每次普通攻击都会减少0.5秒翻滚突袭的冷却时间,翻滚突袭,5,25,孙尚香向指定方向翻滚，下一次普通攻击变更为强化射击，强化射击会对一条直线上的敌人造成300/330/360/390/420/450（+100%物理加成）点物理伤害，如果翻滚后附近有敌方英雄将会增加80%持续衰减的移动速度，持续2秒，使用强化射击后会重置下一次普通攻击并增加攻击距离。,红莲爆弹,10/9,50,"孙尚香向指定目标范围投掷爆弹，对范围内敌人造成200/240/280/320/360/400（+100%物理加成）点物理伤害并减少90%移动速度，持续1秒，被命中的敌人还会被标记5秒，孙尚香的普攻伤害会对标记目标造成额外100/120/140/160/180/200（+20%物理加成）点物理伤害；标记持续期间增加孙尚香物理穿透30%,持续5秒",究极弩炮,30/25/20,100,孙尚香蓄力向指定方向发射一枚弩炮，弩炮在触碰敌人或者飞行到最远距离后将发生爆炸，对第一名触碰的敌人造成500/750/1000（+185%物理加成）点物理伤害，对爆破范围内的敌人造成50%伤害,庄周,东皇太一,典韦,东皇太一,兰陵王,花木兰,3235,40,440,15,172,远程,0,200%,0,89,12.9%,0,50,7.6%,0,0,340,0,0,突进,射手,收割,0,http://news.17173.com/z/pvp/yxtj/ssx/index.shtml,0,无尽战刃,影刃之足,宗师之力,泣血之刃,破甲弓,贤者的庇护
80,嬴政,http://pvp.qq.com/web201605/herodetail/110.shtml,30,40,100,60,王者审判,0,0,被动：嬴政的普通攻击可以击穿目标，并造成70（+100%物理加成）（+30%法术加成）点法术伤害；攻击机关时会衰减50%的伤害,王者惩戒,8,100,嬴政在指定目标区域召唤黄金剑阵，持续2.5秒，每0.5秒对范围内的敌人造成100/120/140/160/180/200（+27%法术加成）点法术伤害；范围内敌人会减少10%移动速度，持续1秒，最多叠加5层,王者守御,12/11/10/9/8/7,40,嬴政开启王之护盾，持续时间内增加自身140/168/196/224/252/280法术攻击力和10/11/12/13/14/15%移动速度；被动：增加嬴政自身70/84/98/112/126/140法术攻击力和2/3/3/4/4/5%移动速度,至尊王权,30,150,嬴政展示王者权力，增加20%移动速度，持续5秒，期间将会号令55只飞剑持续向指定方向进行冲击，每只飞剑能造成70/90/110（+8%法术加成）点法术伤害，该技能会对小兵和野怪造成25%额外伤害,墨子,白起,黄忠,王昭君,兰陵王,花木兰,3125,44,490,17,157,远程,0,200%,0,91,13.1%,0,50,7.6%,0,0,350,0,0,法师,爆发,,0,http://news.17173.com/z/pvp/yxtj/yz/index.shtml,0,痛苦面具,影刃之足,回响之杖,巫术法杖,贤者之书,贤者的庇护
81,妲己,http://pvp.qq.com/web201605/herodetail/109.shtml,20,10,80,20,失心,0,0,被动：如果妲己技能命中敌人，将会减少目标30~72点法术防御，最多叠加3层，减少幅度随英雄等级成长,灵魂冲击,8/7,80,妲己向指定方向挥出灵魂冲击波，对命中的敌人造成520/585/650/715/780/845（+122%法术加成）点法术伤害,偶像魅力,12/11/10/9/8/7,90,妲己锁定敌人并抛出魅力爱心，对命中的敌人造成285/320/355/390/425/460（+66%法术加成）点法术伤害，并将其眩晕1.5秒,女王崇拜,18/15/12,120,妲己放出5团狐火自动攻击附近的敌人，每团狐火造成325/405/485（+75%法术加成）点法术伤害，当多团狐火命中同一个目标时，从第二团狐火开始将只造成50%伤害,孙悟空,阿轲,露娜,貂蝉,兰陵王,花木兰,3229,41,0,0,170,远程,0,200%,0,86,11.3%,0,50,7.6%,0,0,340,0,0,先手,法师,,0,http://news.17173.com/z/pvp/yxtj/dj/index.shtml,0,博学者之怒,疾步之靴,回响之杖,虚无法杖,贤者之书,贤者的庇护
82,墨子,http://pvp.qq.com/web201605/herodetail/108.shtml,50,40,50,60,兼爱非攻,0,0,被动：墨子连续使用普通攻击时，第四次普通攻击将变更为炮击，炮击会造成450（+70%法术加成）法术伤害，同时将目标击退0.75秒；当墨子施放技能时会获得抵免300（+35%法术加成）点伤害的护盾，持续3秒,和平漫步,10/9/8/7/6/5,70,墨子驾驶机关人向指定方向突进，对路径上的敌人造成250/300/350/400/450/500（+38法术加成）点法术伤害，并将下一次普通攻击变更为炮击,机关重炮,7,70,墨子驾驶机关人向指定方向发射一枚炮弹，炮弹命中敌人时会发生范围爆炸造成500/560/620/680/740/800（+65%法术加成）点法术伤害并将范围内敌人眩晕1秒，炮弹爆炸后将留下弹坑持续4秒每0.5秒造成50/56/62/68/74/80（+52%法术加成）点法术伤害,墨守成规,42/35/28,150,墨子驾驶机关人展开高能屏障，对触碰到屏障的敌人每0.5秒造成200/250/300（+45%法术加成）点法术伤害并将其晕眩在原地，屏障最多持续3.3秒,鬼谷子,宫本武藏,黄忠,刘禅,项羽,花木兰,3083,51,420,15,181,近程,0,200%,0,102,14.5%,0,50,7.6%,0,0,380,0,0,法师,坦克,团控,0,http://news.17173.com/z/pvp/yxtj/mz/index.shtml,0,时之预言,冷静之靴,红莲斗篷,不死鸟之眼,极寒风暴,霸者重装
83,赵云,http://pvp.qq.com/web201605/herodetail/107.shtml,60,60,60,50,龙鸣,0,0,被动：赵云每损失3%最大生命值，就会获得减少1%所受到的伤害,惊雷之龙,7/6,30,赵云执枪向指定方向冲锋，对路径上的敌人造成190/214/238/262/286/310（+100%物理加成）点物理伤害；冲锋后的下一次普通攻击会造成65/74/83/92/101/110（+135%物理加成）点物理伤害并将其减少25%移动速度，持续2秒,破云之龙,8/7,40,赵云向指定方向连续4次刺出龙枪，对指定方向敌人每次造成100/115/130/145/160/175（+45%物理加成）点物理伤害；每次命中敌方后回复25/28/31/34/37/40（+11%物理加成）点生命值,天翔之龙,18/15/12,75,赵云跃向空中，向目标区域发动雷霆一击，对范围内敌人造成350/450/550（+130%物理加成）点物理伤害并击飞1秒；同时标记敌人为感电目标；赵云的普通攻击和技能伤害对感电目标会造成额外30/45/60（+13%物理加成）点法术伤害,达摩,宫本武藏,后羿,小乔,刘邦,王昭君,3267,50,430,15,173,近程,0,200%,0,84,12.2%,0,50,7.6%,0,0,380,0,0,战士,突进,控制,0,http://news.17173.com/z/pvp/yxtj/zy/index.shtml,0,巨人之握,抵抗之靴,冰痕之握,魔女斗篷,暗影战斧,贤者的庇护
84,小乔,http://pvp.qq.com/web201605/herodetail/106.shtml,20,10,80,30,治愈微笑,0,0,被动：小乔释放技能命中敌人时，会增加25％移动速度，持续2秒,绽放之舞,5,60,小乔向指定方向扔出一把回旋飞行的扇子，会对第一个命中的敌人造成450/540/630/720/810/900（+80％法术加成）点法术伤害，每次命中后伤害都会衰减20％，最低衰减至初始伤害的40％,甜蜜恋风,14,80,小乔在指定区域召唤出一道旋风，对区域内敌人造成300/340/380/420/460/500（+50％法术加成）点法术伤害并击飞1.5秒,星华缭乱,42/35/28,140,小乔召唤流星并不断向附近的敌人坠落，召唤持续5秒，每颗流星会造成400/500/600（+100％法术加成）点法术伤害，每个敌人最多承受4次攻击，当多颗流星命中同一目标时，从第二颗流星开始将只造成50％伤害,韩信,阿轲,东皇太一,高渐离,韩信,兰陵王,3088,44,490,18,153,远程,0,200%,0,95,13.6%,0,50,7.6%,0,0,340,0,0,消耗,法师,,0,http://news.17173.com/z/pvp/yxtj/xq/index.shtml,0,秘法之靴,回响之杖,博学者之怒,痛苦面具,虚无法杖,贤者之书
85,廉颇,http://pvp.qq.com/web201605/herodetail/105.shtml,100,30,40,30,友情守护,0,0,被动：廉颇释放技能的过程中处于霸体状态，并且减少20%所受到的伤害,豪情突进,9/8,50,廉颇向指定方向发起冲锋，对敌人造成200/230/260/290/320/350（+80%物理加成）点物理伤害并将其击飞1秒,激情迸发,12/11/10/9/8/7,50,廉颇短暂蓄力后爆发为自身提供抵免350/420/490/560/630/700点伤害的护盾，同时对范围内的敌人造成500/560/620/680/740/800（+155%物理加成）点物理伤害并减少其30%移动速度，持续1秒,正义豪腕,54/45/36,100,廉颇跳向指定区域连续锤击地面三次，第一次锤击会对范围内敌人造成200/280/360（+65%物理加成）点物理伤害，随后每次递增50%的伤害，并且第一次和第二次锤击时，范围内敌人分别会减少30%和50%移动速度，持续1秒，第三次锤击会将范围内的敌人击飞1.5秒。第二下和第三下攻击前可以短暂的移动一段时间，期间移速增加50%。在技能释放期间可以使用豪情突击强制中断当前技能,阿轲,马可波罗,张良,王昭君,后羿,貂蝉,3558,57,0,0,163,近程,0%,200%,0,132,19.7%,0,50,7.6%,0,0,370,0,0,突进,坦克,,0,http://news.17173.com/z/pvp/yxtj/lp/index.shtml,0,冷静之靴,红莲斗篷,冰霜长矛,暴烈之甲,不死鸟之眼,破军
86,大乔,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958,42,470,17,168,远程,0,200%,0,93,13.4%,0,50,7.6%,0,0,360,0,0,辅助,传送,,0,http://news.17173.com/z/pvp/yxtj/dq/index.shtml,0,圣杯,疾步之靴,冰霜法杖,奔狼纹章,冰痕之握,极寒风暴
87,刘禅,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364,54,0,0,178,近程,0%,200%,0,139,20.0%,0,50,7.6%,0,0,380,0,0,坦克,近战,,0,http://news.17173.com/z/pvp/yxtj/ls/index.shtml,0,疾步之靴,红莲斗篷,不死鸟之眼,血魔之怒,暴烈之甲,贤者的庇护
88,姜子牙,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958,42,490,18,168,远程,0,200%,0,106,15%,0,50,7.6%,0,0,330,0,0,突进,射手,,0,http://news.17173.com/z/pvp/yxtj/jzy/index.shtml,0,疾步之靴,回响之杖,虚无法杖,痛苦面具,博学者之怒,贤者之书
89,王昭君,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083,44,490,17,165,远程,0,200%,0,91,13.1%,10,50,7.6%,0,0,340,0,0,控制,法师,,0,http://news.17173.com/z/pvp/yxtj/wzj/index.shtml,0,回响之杖,秘法之靴,博学者之怒,噬神之书,虚无法杖,贤者之书
90,不知火舞,,,,,,,,,,,,,,,,,,,,,,,,,,,,3235,46,200,50,170,近程,0,200%,0,89,12.9%,0,50,7.6%,0,0,390,0,0,法师,突进,高爆发,0,http://news.17173.com/z/pvp/yxtj/bzhw/index.shtml,0,回响之杖,影刃之足,痛苦面具,噬神之书,贤者之书,贤者的庇护
